CUSTOMER_NUMBER,CUSTOMER_ITEM_NUMBER
8457,P89LPC932A1FDH
8457,11600148830
8457,1160014883000
8457,11600324332
8457,11742440790
8457,1174244079000
8457,117425093000
8457,11750386190
8457,1175038619000
9133,1110604450
9133,111103089X
9133,1111036580
9133,111314382X
9133,B11070019X
9153,1AL16021S1228
9153,2AL16021S1221
9153,1AL16028S1220
9153,2AL12006S1228
9153,2SP0301004002
9153,2TF04002S1993
9153,ISP1582
9164,100100303
9164,11010Y10117A1
9164,11010Y10351A1
9164,11010Y10351B1
9164,11010Y10380A1
9164,11010Y10380B1
9164,11020Y11000A1
9164,111700054
9164,11170Y10054A1
9153,.
9153,1AL06060S3224
9153,1AL06061S1226
9153,1AL06173S1227
9153,1AL12004S1225
9153,1AL12006S1224
9507,IC07414PHND
9507,IC07414PHNP
9507,IC07414PHNP
9507,IC74HC595DND1PH
9507,IC93C462V7YD1AT
9507,ICAT89C520YD1AT
9507,ICAT89S520D1E00
9507,ICMC14081BDS00
9507,ICTL062C00ND1T1
9507,ICTL062C00ND1T1
9507,ICTL062TINB
9507,ICTLC27M2IYD1TI
9507,TCB136
9507,TLC27M2IYD1TI
9507,TRPMBT390400DPH
9507,TRST3904000D
9507,TRST3906000D
8457,11050013820-1
8457,11050441220
8457,11220257600
8457,11560002030
8457,11600263210
8457,11600263230
8457,11740080190
8457,11740140230
8457,11740320195
8457,11740320795
8457,11741250530
8457,11741380530
8457,11742440130
8457,11742440195
8457,11742440530
8457,11742440630
8457,11742440630
8457,11742440795
8457,11742440930
8457,11742440990
8457,11742440990
8457,11742450195
8457,11742450230
8457,11742450510
8457,11742450530
8457,11742450531
8457,11742450730
8457,11742450730
8457,11742450790
8457,11742450930
8457,11742730230
8457,11740320795
8457,11743730130
8457,11743730530
8457,11743730530
8457,11743730795
8457,11743740195
8457,11751251030
8457,11752441030
8457,11752451030
8457,11753731030
8457,MMBT6427LT1
1944,1710001000000P
1471,171-505432-200G
2615,11-239012
2615,11-349004
1320,04-05-74HC32-S
1339,441-005P400004
1455,4IB8001DA2X0
1471,113-500086-210G
1339,341G0100009900
1339,341G0400005401
1339,341G0400005402
1339,341G0400005403
1339,341G0400005408
1339,342G0120390603
1339,342G0120700203
1339,342G0500480010
1339,353G3974024400
1339,353G3974024500
1339,353G5174000700
1339,353G5774001400
1339,357G200151000
1339,354G5774001400
1339,357G5200151000
2754,5302047300G邏輯閘IC
2754,5301062100G穩壓IC
9153,1TX06043S1241
1509,E1VTFDU4300
1471,112-550245-210G
1455,4H00481801
1471,112-800245-200G
1471,112-900244-200G
1471,113-500004-230G
1471,112-800032-250G
1193,1601-00378A
1193,1601-00379B
1193,1501-00041K
1151,1007-005490
1151,1601-00069C
1151,1602-00045H
1151,1602-00045F
1151,1004-00245A
1151,1503-001260
1151,1501-00190A
1151,1007-006650
1471,113-5000002-210G
1471,113-500002-210G
1471,265-101031-200G
1193,1501-001510
1320,1011-001000
1151,1601-00067A
8575,IT.74164.00000
8575,IT.74238.00001
1471,113-753167-200G
1944,1710074245060P
1339,353G3374024400
1339,353G3374024500
1151,1500-00017F
1471,113-500014-210G
1151,1500-00016B
1151,1004-000720
1151,1099-00394A
1455,4H080N0202X0
1455,71IA01GF42
1320,100219
9126,04-74LV244A-S
9126,04-74LVC04-S
8457,1174244023001
8457,1174244019500
8457,1174245073000
1471,172-345320-200G
1455,4T00390602X0
8575,ED.S0054.00000
8575,PM.07002.00000
1944,17I0074245060P
2672,5ICG000010XA00M
1471,172-048000-200G
1151,1004-001380
2672,5ICG000044XA00M
1151,1500-002070
1471,171-453600-300G
1471,172-000847-200G
1193,1500-002000
2763,B200010008
1471,113-500017-210G
1471,171-502260-200G
1471,113-500000-210G
1471,121-075232-200G
1471,113-500008-210G
1151,1012-005430
1151,1500-00030B
9126,04G-74LV164A-S
2545,86K1SK3569
1455,4IB1001DA1X0
1151,1601-00267B
12155,1011-202390G60
12155,1401-111012G50
1455,4T2N390601
1455,3XM4047B01X0
9133,111261189X
9133,111104169X
9133,111261189X
1320,04-06-28F640J3A-S
1151,1500-002000
1151,1699-000080
1193,1601-00069C
1151,1602-00045H
1944,1710230200000
1944,1710074107000P
1944,1710074244010P
3874,S115232BT1
1151,1602-00147B
1151,1602-00198C
1471,112-550125-200G
1151,1502-00110A
1151,1007-00035B
5751,2116MAX809S****
1471,121-077050-200g
1471,121-077050-200G
1193,1501-00135A
1455,3I00858401
1455,4DMBR05401
1455,4H060N0201
1151,1601-001910
5751,21051N41483ATD1
1151,1601-003230
1151,1601-00063B
1486,15306422
1339,356G2400934600
1509,E500V06650-KL6A
1509,MISC
1509,E300V06650-KL6A
1509,MISC
1513,20582506
1522,A4S44256XX
1509,E1VSI1026X
1509,"E1VSI1026X,E3"
1509,E1VSI1026X-E3
1944,1711625635000
1944,1810041161000
1944,1810041161000
1944,1810041161010
1944,2010005400020
2754,5301013400記憶體
2754,數位介面5302031700
2754,積體電路
2754,積體電路
2754,記憶體5301018200
8457,11560000111
8457,11560000111
2754,記憶體5302003400
2754,邏輯IC
3874,S1200BFQ67
3874,S13TDA7056
2788,MISC
8459,I-SPIF215A-TQFP64
1471,XYZ-75
8140,13.812002.001
8575,IP.89932.00000
8459,I-SII0680A-TQFP144
8459,SII3112A
9133,1113174280
9153,1AL16020S1045
9164,100100291
9164,100200004
9164,100200005
9164,10020Y10005A1
9164,10082310-14
9164,110100503
9164,101600004
2672,5DZG0011000600LM
9164,110200003
9153,1AA1307400227
1455,71I802GH84
2754,邏輯IC
9573,C1-36-000002
9507,ICAT24C08AD1S00
9507,ICAT24C08AD1S00
9507,ICTL062C00ND1T1
9507,TC60012FT
8457,11280000000
8457,11600148810
8457,11600148910
8457,11600263110
8457,11600263130
8457,11740050230
8457,11740320230
8457,11742400230
8457,11742450310
8457,11742450330
8457,11743730510
8457,"P89LPC932A1FDH,529"
1339,353G5374000800
1339,353G5774000500
1339,M32G1574004252
8575,IT.07402.00001
1486,144074A2
1471,112-550164-200G
2763,B200010007
1471,121-200410-200G
1471,121-220410-20G
1471,121-220410-200G
1471,231-276201-200G
1471,146-828019-400R
2788,1304000012201
9229,XICCS-040IN
9133,111261174X
1486,24000220
2754,5202005600G
1339,999-00000004
9164,11010Y10160A1
1471,171-502260-2000
9133,111104172X
1151,1002-00093A
1151,1007-00109A
1151,1007-00451A
1151,1503-00056A
3874,S12BC80725
1193,AD8602DRMZ-REEL
1193,1004-00245A
1509,E28PESD5V0S1BL
1193,1601-001760
1486,14000350
1455,4H00441001X0
1471,112-800244-300G
9891,NOUI74LVC1G125
3874,S13TA31149
9126,04-74LVC14-S
1320,04-05-74HC74-S
8575,IP.89932.00000
1193,1602-00062F
1193,1602-002040
1193,1016-00014A
1471,113-500007-210G
1193,1903-002880
1339,441G005P400004
1151,1501-000590
1151,1501-001790
1151,1007-00325F
1151,1009-001170
1193,1500-002070
1320,2-61100-3211
1151,1007-00605C
1471,XYZ-75
2754,5202003200G
1151,1602-00197A
5751,2111IRM046U7***
1471,112-550074-200G
1320,04-06-28F320J3A-S
1151,1602-00159B
9891,N0DDBB20200000
1382,ECD00023-L
1382,ECD00024-L
1382,ECD00042-L
1382,ECU01640-L
1382,ECU01601-L
1193,1007-00451A
9133,111104194X
1151,1601-00295A
1151,1601-000560
1151,1601-000560
8457,1174032109000
2754,5302048200G邏輯閘IC
9153,1AL22009S1241
1320,2-61100-0028
2754,5202007000G
1944,1710074004010
1151,1004-002670
1382,ECT00039-LF
9126,04G-74LVC08ADT-S
1151,1013-001720
9153,1AL16045S1223
1193,1501-001370
1320,G04-05-PCA9555DB-S
1193,1007-00625A
1151,1501-001350
3874,S1101SV324
1151,1007-00535A
9153,1AL22007S2248
1320,330-1046-026
5751,2116MAX809G****
9126,19G-2N3904-W
2615,11-329033
1151,1007-00667A
1151,1602-00137A
1339,441G005P400000
1382,ECU01938
9164,10170Y10054A1
9164,11020Y10005A1
1509,E28PMEG3002AEB
9507,IC93C462V7YD1AT
1382,ECU01947-L
1151,1004-00069F
9153,1AL22013S1221
2672,5ICG000208XA00M
1320,100548
1382,ECT00010-LF
1382,ECT00048-L
1509,MISC
9133,111261086X
1151,1012-004330
1320,1002770
1193,1601-00063B
1193,LMV321IDBVR
1151,1501-00029A
1193,1500-00017A
9153,1AF01030S1242
9153,1AL22012S1226
9153,1AL22011S1248
1151,1601-001760
1455,71I402GA46X0
1151,1007-004550
2754,5102010800G(電晶體)
1151,1500-00200A
3874,S11V55C5V6
9126,04G-74LVC00-S
1193,1601-001650
1151,1601-00056C
1339,342G0029070003
1339,342G0120700203
1339,355G3901624510
1320,04-06-28F640J3A-S
1193,1007-00668A
1320,1002190
1320,100532
1151,1003-000670
1382,ECU01950A-L
1471,121-031100-200G
1471,113-500165-400G
1151,1601-00058F
1151,1503-00025C
2788,MISC25
1151,1012-00472A
8457,1174303053000
1320,100543
5751,21042N700234**1
2788,MISC25
1193,1503-00056A
1193,1601-001650
1193,1007-00667A
1193,1699-000102
1151,1601-001820
1486,24260478
9164,11010Y10380D1
2788,1315510010501
8457,1174032079500
2672,5IC-00010XA00M
1471,141-053140-200G
1471,121-005355-200G
3874,S13TA31142
1339,441G005P312610
1471,XYZ-75
1151,1501-000600
1455,3VL8255104X0
8457,1174032079500
1320,06-05-S16C60C
1320,1355223G
1320,2-60600-0022
1151,1500-002230
1151,1602-002700
1320,1340536G
1382,ECU01968
9164,10010Y10380A1
1151,1601-001450
1151,1601-00060A
9891,RD-MATERIALS
9891,RD-MATERIALS
9507,IC00499T1NP
9507,ICA1062PHNP
8457,11510001110
8457,11560002030
8457,11560002030
8457,11741380530
1339,353G5374013800
8457,11800304150
1455,3VL8254103X0
1471,147-825471-400R
1486,149002B1
1339,357G6208280105
1471,146-828016-410R
1471,146-828016-410-R
1339,441G005P400002
1339,441-005P400002
1455,71I802GA51
1455,71I802GA55X0
1471,XYZ-75
2615,11-279004
2615,11-329014P
9995,27A6-643210T
3874,S13TA31145
2672,5DZ-0027006A0LM
1193,1007-007190
1151,1007-007190
1151,1004-002290
1151,1004-002700
9229,XICCA-018IN
1339,357G6208550005
1339,353G0000SN7440
1471,172-085030-204G
1944,1710001993010P
9995,2703-5206E02
9995,2703-5206E2
1339,357-4104790150
1455,71IB01GC42
1339,441G005CM15000
1471,143-101500-400G
1320,2-61100-3699
1320,1355228G
9133,111104264X
9133,111316607X
9995,2711-7733QDR
2672,5DD-000033XA00M
9995,27A6-56AH15J
1471,121-008593-200G
9133,111103119X
1320,307-1013-02
1471,147-825471-400R
1151,1009-000330
2754,5302049000G
2754,5202011900G
2672,5IC-000125XA00M
1471,0801AAL3
1471,146-828521-400R
1486,149002H0
9891,NOUI21TEA57640
2754,5302047900G邏輯閘IC
9995,2729-6489000
1151,1007-004550
1193,1007-004550
3874,S130TPA701
1320,100549
5751,21143A24C32H3D*
1455,3VL8254102X0
1193,1004-002840
9153,1AL16046S1228
1320,100549
1471,A34G0163
1509,E1VSI1024X-E3
2615,11-209032
1151,1503-00098B
1320,1340536G
1509,MISC
1320,1329671
1320,100418
1320,04-07-PCF8563-S
2788,MISC25
2788,MISC25
1151,1501-001350
1471,171-500560-200G
1509,MISC
5751,2105MB591514*B*
2478,DIS 1SS314
1455,71I802GA56X0
1509,MISC
1320,100219G
1320,G06-01-BZV55-C12-S
5751,2105BAV23S2AF8*
1509,E3IBAT54HT1
3874,S12MMB3906
1193,1500-00017A
9164,11010Y10351C1
1486,24270016
9133,D11060465X
1320,330-1046-02G
9891,N0DD1SMA592000
1151,1007-00638B
1151,1012-002630
9891,N0UI74LVC1G320
1151,1007-00328B
12155,1401-170200G00
1320,2-61100-0033
1320,G1204200011200
1320,2-61100-0069
1193,1007-00320F
1320,100203
1320,G06-04-BAT54C-S
1320,G06-01-1SMA5925B-S
1320,G06-04-BAV23S-S
1320,G06-05-MBRS340-S
1320,01011-001000
1471,231-107905-200G
1522,1043PCM1802DBR
1522,1043SN74LVC08ADR
1320,1377273G
1455,3VL8254703X0
1455,3VL8254703X0
9164,11010Y10117B0
8457,1106059250000
1382,ECD00013-LF
2754,5302050900G
9995,2729-74HC74P
9995,2707-74HC139
1320,G06-04-MMBD7000-S
1320,100541
1320,100121
1320,06-04-MMBD7000-S
9164,11010Y10117B1
1320,G04-07-BQ4802LYPW-S
1471,171-454700-300G
1471,172-000847-210G
3874,S1101SV270-R
3874,S1101SV324-R
3874,S13TA31136-R
3874,S13TA31149-R
3874,S13TC4W53F-R
3874,S13TC7S66F-R
9891,N0DDMBRM130000
1944,1710082541010P
3874,S1100BAT54S-R
3874,S1101N4148-R
3874,S111SMA5921-R
3874,S12MMB3906-R
3874,S12PMB3904-R
3874,S13LMV3241-R
3874,S1100BAT54-R
1193,1007-00325G
10644,55G0401-0296
1320,G05-05-2N7002-S
9153,1AL16033S1221
2615,19-049009A
1320,100294G
1320,100279G
3874,S1100BAV70-R
3874,S1200BFQ67-R
3874,S130HC4093-R
3874,S13C4066PW-R
1151,1004-00070B
1320,1359516G
1320,309-1027-02
1320,1359768G
1320,13405366
1320,2-61100-6748
9126,04G-74LV32-S
5751,2104BC807W2I**1
5751,21042N390624***
9153,1DS02068S1247
1471,113-500014-200G
1151,1500-002050
1509,E28BAS16
1471,146-828550-400R
1509,E6QNC7SZ04P5X
1455,3VL8254103X0
1522,800122674XG0
10644,53G0100-034S
9164,11160Y1000A1
9164,11160Y11000A1
1455,4DMBR520L2X0
1193,1503-00025A
1151,1503-00025A
1320,G04-05-74LVC16245A-S
1320,G04-05-74LVC1G04-S
1320,100543G
9738,TCT-24
1151,1016M00014A
1944,2030943500000P
2672,5ICG000263X0000M
2672,5TRG00011100000M
1320,1175528
1509,MISC
1509,MISC
9164,11010Y10194C1
1151,1012-005140
1471,172-344031-200G
2672,5DD-000015XA0LM
2615,11-239019
1471,121-000211-200G
1193,1601-004610
1471,172-299340-200G
1455,4IB3000B01X0
2754,4990300010G
2754,5302048600G
1471,143-100600-300R
1151,1007-006750
1320,331-1027-02
1455,71IF03GI84X0
9995,27A6-643210T
1193,1010-001860
1151,1010-001860
9153,ISV0101002301
1455,3VL8257102X0
2023,IC-M5632AS
1509,MISC
1471,265-101031-300G
3874,S13LCX245FT
2858,LQ035Q7DH05
1151,1601-004610
1193,1601-004610
2788,MISC25
1151,1007-006750
1471,284507484005
1471,284507486003
1151,1004-00162A
1320,320-7233-02
1382,ECU01968
1320,2-61100-3308
1320,G04-01-AD8392-S
10644,55G0401-076U
9153,6370100102700
1320,04-06-61NLP25672-S
1320,1372619
1193,1004-002840
1509,MISC
1509,E3ZTPS61042
1151,1007-007430
1471,XYZ-5112-0100
1455,3I0AHC0401
3874,S130093C86
3874,S130093C86-R
2478,TRS 2SC3120
1320,100555G
1320,100556G
1522,1043MAX3223CDBR
1522,1043PLL1705DBQ
1522,1043SAA7121H-001
1522,1043SN74LVC08ADR
1522,1043TPS3305-33DGNR
1320,1377275G
1320,333-5174-02
2615,11-339015
10644,56-0301-112Z
9891,N0UITPA6112A20
9153,1AM02114S2991
1320,G04-06-24C02-S
9507,ICAT89S520D1E00
1151,1010-001440
1320,G04-06-AT64C64-S
1151,1004-00229A
1151,1007-00397B
1151,1501-000860
1320,201037G
1509,MISC
1944,5001526000950P
1944,1710000852000P
1944,1710082801020P
5751,21042N2222A14**
1455,71I402GA45X0
1455,71IB01GC41X0
10644,56G0401-0162
10644,55G0401-013V
1471,XYZ-75
1382,ECU01974-L
1193,1007-00043A
1320,G04-05-74LVC1G07-S
1339,441G005P310011
5751,2104BC817W1I**1
10644,55G0401-004U
1151,1007-004290
1382,ECU01550-LF
1471,XYZ-5112-0040
1151,1007-00555A
1455,71IB01GC42X0
1320,G05-03-MJD47-S
1320,100382G
1320,100541G
1320,100383G
9126,04G-74LV244A-S
9891,N0UIC1G08DCKR0
1509,MISC
1193,1501-00194A
1193,1501-00193A
1193,1501-00200A
1320,100549G
2754,5302032900G 線性IC
1486,24270201
9891,N0UILVC1G00GW0
1509,EBNATMEGA48-20AU
8161,2T2222AS-FAC
9164,11040Y10001A1
9164,11040Y10002A1
2858,002-74H04-TCCGP
2858,002-74244-HCTGP
1471,113-500014-230G
1471,121-003125-210G
1471,112-810125-210G
9126,04G-74LVC14-S
5751,210MB591514*B*
5751,2105MB592714*B*
1509,E3ZTMP275
1471,112-550244-200G
3874,S13TC4W53F
3874,S13TC7S66F
1455,71IA01GF42X0
9891,N0QT2N70020000
1486,24270200
9153,1AL16047S1249
1455,4IZ01R8K01X0
1151,1007-00163B
5751,2104PB535026***
5751,2111P1510GEG4**
8161,2T2222AS-FAC
1320,G04-07-AD8390ACP-S
8161,2TMMBT3906-F
8161,2TS3904#####
1509,MISC
5751,2111AD9865*****
5751,2114393C56A*32*
1382,ECU01948A-L
1320,G04-06-24C02-S
1509,E3IRB751V40T1G
1151,1007-00506C
8161,1P79301DBA60
8161,1TLVC1G07A60
8161,1P79301DBA60
1471,XYZ-5112-0040
9164,11100Y11010A1
9507,A110020003R
10644,56G0101-003C
10644,56G0301-001M
1471,111-200032-100
1471,172-344310-200G
3874,S12BFG410W-R
1455,3VB8280114X0
1320,1034757
1320,10006413G
1320,10007365G
1320,303-0244-02
1320,10001927G
1320,10006900G
1320,004-06-25128
1151,1010-00002A
1320,2-61100-6713
2788,MISC25
9164,11010Y10194B1
9164,10010Y10194B1
1471,151-023100-200G
1509,MISC
9133,111103050X
9164,11170Y11019A1
2788,1310510000009
2788,1310510000010
1455,71IA02GF41
2754,5102004900G 電晶體
2672,5TRG00000100000A
2672,5TRG00000300000A
3874,S13TA31145-R
1509,MISC
10644,59-0105-030S
10644,56-0105-030S
2672,5IC-000222XA00M
1151,1004-00072A
1509,MISC
1509,E1VTSOP6238
9153,1TF04002S1990
1320,10006093G
10644,52G0601-015B
1471,121-000211-200G
9126,03G-IS42S32800B
2615,11-239023
9507,ICAT89S520P1E00
2615,11-329034
9153,ISV0101002204
1151,1010M002030
1151,1016M00014A
1509,2SC4250FV
1509,E5A2SC4250FV
1944,S01 CELERON M 1.2GHZ
1944,Celeron M 1.2G CPU
9164,11020Y10005D1
1471,223-200479-500G
1320,309-1097-02
1320,309-1025-02
1320,01011-001000
2615,11-209032
1320,1903800P002
1320,10007073G
1944,I620036700020P
9164,11010Y10139B1
1471,122-453010-200G
1320,1323528
9164,11020Y11006A1
1151,1004-002980
9126,03G-61LPS12836A
1320,323-1002-01
2615,11-329037
1320,10006325G
9891,N0CT01KURM1000
9891,RD-MATERIALS
9891,N0RR0R027F0000
1193,1100-000070
1471,121-007484-200G
1471,121-007485-200G
9891,N0CG20F385R200
9738,TCT-18
1320,200929G
1455,3VB8294503X0
2754,5302050100G(線性IC)
1320,201635G
1320,1329662
2858,115-MP300-LCM
10644,56G0411-0065
10644,56-0411-013N
5751,2115SN74ALVCH95
1509,MISC
1509,E3ZTMP275
1320,1360558G
1471,112-904040-200G
1320,2-61001-0006
1944,1710006300000P
1509,E1VTSOP6238
1509,E1VTSOP6238
1320,201037G
1320,100412
2788,1315517913301
1320,G04-05-GTLPH16945-S
1151,1001-00006A
8161,1A65LVDS1A60
8161,1A65LVDS5A60
2858,002-00139-INA
1320,G04-05-74HC74-S
8161,1TLVC32ASA60
1320,2-61100-6711
1320,10007082G
1320,10007084G
1320,10005173G
1320,10007992G
10644,55G0401-014M
1944,5001521290850P
2754,5301017500G 穩壓IC
1471,112-833060-203G
1342,310PBSS43501G
1320,G04-05-74LVC1G125A-S
3874,S111SMA5921
3874,S130HC4093
1471,121-003823-200G
1471,143-101500-500G
1320,1291815
1320,10007069G
8161,1TLCX573SC50
1151,1503M001880
1151,1009-001040
1151,1012-00433A
2754,65302017300G
2754,6510200300AG
5751,2115S74LVC24581
9164,10010Y10109A1
1509,E6QFDN338P
5751,21171T431810***
10644,56G0401-033D
1509,MISC
1320,04-05-74HC240-S
9153,1AL16021S1244
1151,1602-00195A
2754,65202003000G
2754,65202003000G 電晶體
9126,O3G-61LPS12836A
3874,S13TA31142-R
1320,1344846G
1320,1327417G
1320,1326735G
1320,2-61100-0726
5751,211763202P**0**
1471,172-306100-200G
1320,400-5266-02
2788,1134500752321
10644,55-0407-032P
1193,1000-016630
1471,113-500008-230G
1471,171-505300-200G
1471,113-500032-210G
1522,A4S44256XXG0
2788,1403400741320
1522,F200475SE5G0
1522,F200106SL5G0
1151,1007-00515A
1151,1004-00015J
1151,1007-00608A
1339,357G60CM006000
9153,1AA13002S1228
9891,N0UIPCA9535000
1320,10005201G
5751,210460N02R39***
1471,112-800132-200G
3874,S115232BT1-R
3874,S11MMSZ5268-R
3874,S12BC80725-R
3874,S12MM2222A-R
1522,6100080XAXG0
1471,112-800007-260G
10644,55G0516-010J
1455,4IC0200S01
1151,1007-00638A
2788,1315510000030
9126,04-74LVC00-S
1471,172-378030-306G
1471,172-340035-200G
1320,320-0431-22
8457,1174244073000
1513,G189315700
1513,2
1522,A351010EEG0
2788,1134000324305
1151,1009-00033A
1151,1010-002130
8584,210LF20001
2754,5302001400G
2788,1403000740400
5751,21042N390414***
1320,2-61100-3211G
1471,171-215817-220G
1193,1004-00162A
8457,1156000011100
1320,G04-05-74HC595-4S
1193,1000-016630
1151,1503-00117A
2672,5TRG00003200000H
1522,62SN18HJX2G0
1471,113-500126-210G
1471,143-101600-500G
1522,6A9564TPX0G0
1509,E3IRB521S30T1G
2672,5IC-000133XA00M
2672,5IC-000199XA00M
1320,200918G
9507,ICAT24C08AD1S00
9164,11100Y11004A1
1455,3VB8280120X0
1455,3VB82Q9650X0
2858,002-0FC22-LZ9
10644,56G0411-0065
1151,1004-002980
5751,2114742S32200BL
1193,1010M002030
9507,ICAT24C08AD1S00
9164,10010Y10097B1
9164,11010Y10097B1
1320,G05-05-SI4884BDY-S
1320,334-1042-02
1151,1016M001140
1471,113-500007-210G
1509,MISC
1320,309-1014-02
9164,11020Y11012A1
